Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years,Item_Outlet_Sales
13.15,Low Fat,0.020698674,Breads,86.3566,High,Tier 3,Supermarket Type1,26,1099.2358
12.800000000000002,Non-Edible,0.159394437,Others,105.6938,Small,Tier 1,Grocery Store,28,214.3876
11.6,Regular,0.079376029,Frozen Foods,81.7276,Small,Tier 2,Supermarket Type1,6,1949.4624
15.2,Non-Edible,0.162462044,Health and Hygiene,117.6492,Small,Tier 3,Grocery Store,15,347.5476
8.05,Regular,0.078522357,Fruits and Vegetables,257.5646,High,Tier 3,Supermarket Type1,26,5153.292
14.15,Regular,0.024503972,Fruits and Vegetables,195.111,Medium,Tier 3,Supermarket Type2,4,982.055
5.825,Non-Edible,0.091042211,Household,162.6894,Medium,Tier 3,Supermarket Type3,28,2588.6304
12.35,Regular,0.064441812,Fruits and Vegetables,110.957,Small,Tier 3,Grocery Store,15,219.714
8.785,Low Fat,0.020618957,Soft Drinks,153.0656,Small,Tier 2,Supermarket Type1,11,4170.5712
8.1,Regular,0.134532392,Canned,39.448,Medium,Tier 1,Supermarket Type1,14,878.856
5.465,Regular,0.048486801,Baking Goods,131.2626,High,Tier 3,Supermarket Type1,26,3410.2276
16.7,Regular,0.038528228,Snack Foods,143.9102,Small,Tier 1,Supermarket Type1,16,1749.7224
11.15,Regular,0.086281593,Snack Foods,170.579,Medium,Tier 3,Supermarket Type2,4,1358.232
6.11,Regular,0.151925271,Soft Drinks,46.6086,Small,Tier 2,Supermarket Type1,9,624.5204
16.35,Low Fat,0.0680243,Fruits and Vegetables,196.4426,High,Tier 3,Supermarket Type1,26,1977.426
6.135,Regular,0.07931986699999999,Baking Goods,151.3366,Small,Tier 2,Supermarket Type1,11,1057.9562
20.35,Low Fat,0.054056927,Snack Foods,116.8466,Small,Tier 1,Supermarket Type1,16,2356.932
19.2,Non-Edible,0.18293775,Others,243.0196,Medium,Tier 1,Supermarket Type1,14,3615.294
7.855,Low Fat,0.019716846,Canned,191.9188,Small,Tier 1,Grocery Store,28,571.2564
20.7,Non-Edible,0.026769592,Household,77.0354,Medium,Tier 3,Supermarket Type3,28,2332.2974
16.2,Non-Edible,0.175898114,Health and Hygiene,182.1608,Medium,Tier 1,Supermarket Type1,14,3123.9336
7.93,Low Fat,0.005557062,Frozen Foods,122.1414,Medium,Tier 1,Supermarket Type1,14,2924.1936
10.8,Low Fat,0.164724567,Meat,98.4042,Small,Tier 3,Grocery Store,15,99.2042
20.7,Regular,0.12152072,Frozen Foods,118.0466,Small,Tier 1,Supermarket Type1,16,1060.6194
19.7,Regular,0.01612717,Canned,189.3556,Medium,Tier 3,Supermarket Type3,28,2253.0672
18.7,Non-Edible,0.046079558,Health and Hygiene,151.5682,Small,Tier 2,Supermarket Type1,9,1982.0866
18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,Small,Tier 3,Grocery Store,15,296.9468
11.8,Regular,0.076705948,Snack Foods,34.7558,Small,Tier 2,Supermarket Type1,9,780.9834
5.365,Regular,0.140811559,Seafood,173.5764,Medium,Tier 3,Supermarket Type2,4,2061.3168
9.195,Regular,0.130657442,Meat,106.4596,Small,Tier 3,Grocery Store,15,215.7192
14.85,Regular,0.05357685,Baking Goods,122.2072,Medium,Tier 3,Supermarket Type3,28,3552.7088
14.0,Regular,0.031261583,Canned,52.564,Small,Tier 2,Supermarket Type1,9,639.168
12.3,Regular,0.064618976,Starchy Foods,89.8804,Small,Tier 1,Supermarket Type1,16,1286.3256
13.15,Regular,0.038167453,Snack Foods,89.4856,Small,Tier 2,Supermarket Type1,6,1230.3984
18.5,Non-Edible,0.033938279,Others,132.5284,Small,Tier 2,Supermarket Type1,9,1318.284
19.75,Regular,0.018096488,Frozen Foods,179.566,Medium,Tier 3,Supermarket Type2,4,2696.49
15.85,Low Fat,0.068765925,Breads,216.9166,Medium,Tier 3,Supermarket Type3,28,4354.332
20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,Medium,Tier 3,Supermarket Type2,4,2181.1608
17.7,Low Fat,0.030060895,Snack Foods,166.4816,Medium,Tier 3,Supermarket Type2,4,2013.3792
10.395,Low Fat,0.111554381,Snack Foods,59.822,Medium,Tier 3,Supermarket Type3,28,1677.816
12.15,Low Fat,0.062640143,Starchy Foods,36.6532,Small,Tier 2,Supermarket Type1,6,251.6724
11.8,Regular,0.093801337,Snack Foods,126.0704,Medium,Tier 1,Supermarket Type1,14,1251.704
14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,High,Tier 3,Supermarket Type1,26,1406.1696
6.11,Regular,0.152813518,Soft Drinks,45.6086,Small,Tier 2,Supermarket Type1,6,1025.9978
12.3,Low Fat,0.021860985,Frozen Foods,193.3162,Small,Tier 1,Supermarket Type1,16,3078.6592
12.65,Low Fat,0.035404052,Baking Goods,230.601,Small,Tier 2,Supermarket Type1,9,2067.309
10.1,Non-Edible,0.056030907,Household,115.1492,High,Tier 3,Supermarket Type1,26,1737.738
17.25,Low Fat,0.107258822,Frozen Foods,40.1822,Small,Tier 2,Supermarket Type1,11,510.6686
7.39,Non-Edible,0.093160853,Household,251.3066,Medium,Tier 3,Supermarket Type2,4,1004.0264
5.305,Regular,0.04710181,Meat,181.8608,Medium,Tier 1,Supermarket Type1,14,4594.02
15.25,Low Fat,0.026651184,Snack Foods,86.6198,Medium,Tier 1,Supermarket Type1,14,1657.1762
7.105,Non-Edible,0.075000682,Household,61.0562,Small,Tier 3,Grocery Store,15,296.281
17.75,Regular,0.067446626,Baking Goods,184.724,High,Tier 3,Supermarket Type1,26,1677.816
5.825,Non-Edible,0.160178832,Household,160.2894,Small,Tier 1,Grocery Store,28,323.5788
5.94,Regular,0.029538509,Breads,189.4556,Small,Tier 2,Supermarket Type1,6,1877.556
6.155,Regular,0.094807042,Meat,213.356,Medium,Tier 1,Supermarket Type1,14,3835.008
10.5,Regular,0.010928678,Snack Foods,167.0842,Medium,Tier 3,Supermarket Type3,28,6465.5838
12.15,Low Fat,0.021705417,Breads,163.5184,High,Tier 3,Supermarket Type1,26,3137.2496
19.1,Non-Edible,0.176411579,Household,173.2422,Medium,Tier 3,Supermarket Type3,28,2069.3064
15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,Small,Tier 1,Supermarket Type1,16,2451.4756
13.35,Low Fat,0.038744606,Snack Foods,239.3564,Small,Tier 2,Supermarket Type1,6,3098.6332
5.765,Low Fat,0.126585095,Frozen Foods,122.4098,Small,Tier 1,Grocery Store,28,120.5098
13.65,Regular,0.184454044,Canned,211.4902,Medium,Tier 1,Supermarket Type1,14,4035.4138
20.2,Regular,0.121153331,Snack Foods,97.3752,High,Tier 3,Supermarket Type1,26,958.752
12.3,Low Fat,0.009364957,Baking Goods,74.238,Medium,Tier 3,Supermarket Type3,28,1171.808
8.52,Low Fat,0.027101431,Soft Drinks,151.7682,Medium,Tier 1,Supermarket Type1,14,2439.4912
7.05,Low Fat,0.1422157,Snack Foods,108.7912,Small,Tier 3,Grocery Store,15,109.1912
19.35,Regular,0.039734882,Soft Drinks,165.7868,Medium,Tier 3,Supermarket Type3,28,4913.604
17.25,Low Fat,0.037155206,Soft Drinks,166.4526,High,Tier 3,Supermarket Type1,26,3782.4098
17.6,Low Fat,0.058091269,Meat,156.2314,Small,Tier 1,Supermarket Type1,16,2947.4966
9.3,Low Fat,0.016047301,Dairy,249.8092,Medium,Tier 1,Supermarket Type1,14,3735.138
19.85,Non-Edible,0.025963795,Household,46.3376,Small,Tier 2,Supermarket Type1,9,1150.5024
11.15,Non-Edible,0.073012871,Others,67.5142,Medium,Tier 3,Supermarket Type3,28,2306.997
10.8,Low Fat,0.082549896,Dairy,193.7504,Small,Tier 1,Supermarket Type1,16,4602.0096
8.89,Low Fat,0.009585169,Frozen Foods,102.5016,Small,Tier 1,Grocery Store,28,101.2016
12.65,Low Fat,0.123726711,Meat,107.7938,Small,Tier 2,Supermarket Type1,6,2251.0698
12.1,Regular,0.061521569,Soft Drinks,55.8614,Small,Tier 2,Supermarket Type1,6,1436.7964
14.3,Regular,0.034382602,Baking Goods,96.5726,High,Tier 3,Supermarket Type1,26,2251.0698
18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,Small,Tier 2,Supermarket Type1,9,1890.2062
4.635,Low Fat,0.246678647,Breads,129.7994,Small,Tier 1,Grocery Store,28,385.4982
6.865,Regular,0.036042939,Frozen Foods,244.4486,Small,Tier 2,Supermarket Type1,6,4153.9262
10.895,Non-Edible,0.020951848,Health and Hygiene,255.3672,Small,Tier 1,Supermarket Type1,16,767.0016
9.195,Regular,0.0471117,Frozen Foods,52.0666,Small,Tier 2,Supermarket Type1,9,615.1992
19.75,Low Fat,0.012499004,Fruits and Vegetables,188.0872,Medium,Tier 3,Supermarket Type2,4,2458.1336
18.0,Low Fat,0.124348482,Frozen Foods,118.3124,High,Tier 3,Supermarket Type1,26,948.0992
15.5,Regular,0.126199917,Fruits and Vegetables,178.4028,Medium,Tier 3,Supermarket Type2,4,1239.7196
12.5,Regular,0.109971578,Fruits and Vegetables,82.7592,Small,Tier 2,Supermarket Type1,9,577.9144
14.3,Low Fat,0.12780038,Frozen Foods,83.6224,Small,Tier 2,Supermarket Type1,11,852.224
8.68,Low Fat,0.01478914,Frozen Foods,97.7384,Small,Tier 3,Grocery Store,15,98.5384
5.905,Low Fat,0.079931185,Canned,219.7456,Small,Tier 1,Grocery Store,28,884.1824
7.09,Low Fat,0.00721395,Baking Goods,47.9034,Small,Tier 2,Supermarket Type1,9,583.2408
6.385,Low Fat,0.083768522,Hard Drinks,109.8596,High,Tier 3,Supermarket Type1,26,3235.788
8.365,Low Fat,0.071958197,Hard Drinks,38.0506,Medium,Tier 1,Supermarket Type1,14,796.9626
16.2,Low Fat,0.019362306,Soft Drinks,154.6972,High,Tier 3,Supermarket Type1,26,1713.7692
20.5,Non-Edible,0.142589751,Household,35.919,Medium,Tier 3,Supermarket Type3,28,585.904
11.1,Regular,0.053765212,Fruits and Vegetables,163.1526,Small,Tier 2,Supermarket Type1,9,1808.9786
19.25,Regular,0.058226609,Frozen Foods,85.2908,High,Tier 3,Supermarket Type1,26,671.1264
19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,High,Tier 3,Supermarket Type1,26,2474.7786
6.885,Regular,0.140008554,Canned,108.7228,Small,Tier 1,Supermarket Type1,16,2542.0244
17.85,Low Fat,0.024961677,Soft Drinks,153.1998,Small,Tier 2,Supermarket Type1,6,3383.5956
20.2,Regular,0.121748174,Snack Foods,96.9752,Medium,Tier 3,Supermarket Type2,4,1725.7536
16.1,Regular,0.063689583,Dairy,181.9318,Small,Tier 2,Supermarket Type1,6,5954.2494
19.0,Non-Edible,0.216478153,Household,190.1872,Small,Tier 3,Grocery Store,15,567.2616
17.6,Low Fat,0.010031539,Snack Foods,161.5552,High,Tier 3,Supermarket Type1,26,1787.0072
20.7,Regular,0.114581955,Dairy,94.3436,Medium,Tier 3,Supermarket Type2,4,945.436
7.76,Low Fat,0.059341019,Snack Foods,99.77,Small,Tier 2,Supermarket Type1,9,798.96
5.86,Regular,0.264124669,Meat,155.7314,Small,Tier 1,Grocery Store,28,155.1314
21.25,Low Fat,0.016735879,Meat,185.2608,Small,Tier 3,Grocery Store,15,183.7608
7.475,Non-Edible,0.01319424,Household,217.4192,Small,Tier 2,Supermarket Type1,6,4314.384
11.6,Low Fat,0.031069203,Canned,179.6686,Small,Tier 1,Grocery Store,28,177.7686
7.865,Low Fat,0.06100886,Breakfast,166.0526,High,Tier 3,Supermarket Type1,26,3617.9572
15.2,Low Fat,0.021250528,Canned,216.5824,Small,Tier 2,Supermarket Type1,11,5241.1776
14.1,Low Fat,0.198316649,Baking Goods,54.3956,Small,Tier 1,Grocery Store,28,272.978
19.6,Non-Edible,0.048092778,Health and Hygiene,44.477,Medium,Tier 3,Supermarket Type2,4,432.77
5.405,Regular,0.053611144,Canned,197.7742,Small,Tier 2,Supermarket Type1,9,796.2968
17.0,Low Fat,0.237651344,Fruits and Vegetables,170.2106,Small,Tier 1,Grocery Store,28,171.1106
9.395,Low Fat,0.159201868,Soft Drinks,226.072,High,Tier 3,Supermarket Type1,26,3621.952
15.2,Low Fat,0.019142452,Snack Foods,237.5248,Small,Tier 2,Supermarket Type1,6,3318.3472
11.8,Regular,0.025966531,Meat,102.2674,Medium,Tier 1,Supermarket Type1,14,2444.8176
15.35,Low Fat,0.013840784,Frozen Foods,65.2168,Small,Tier 2,Supermarket Type1,11,958.752
6.215,Regular,0.049621701,Baking Goods,226.1062,Small,Tier 1,Supermarket Type1,16,4739.8302
8.71,Regular,0.072141818,Canned,183.3924,Small,Tier 2,Supermarket Type1,9,2776.386
19.0,Regular,0.065901299,Fruits and Vegetables,188.7214,Medium,Tier 3,Supermarket Type2,4,1695.7926
9.17,Low Fat,0.103138922,Baking Goods,141.747,Medium,Tier 1,Supermarket Type1,14,3006.087
7.51,Low Fat,0.01742908,Fruits and Vegetables,229.601,Small,Tier 1,Supermarket Type1,16,6201.927
18.6,Low Fat,0.266234421,Breakfast,98.5358,Small,Tier 1,Grocery Store,28,402.1432
13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8054,Small,Tier 2,Supermarket Type1,11,2801.6864
18.5,Low Fat,0.025740259,Meat,89.4172,High,Tier 3,Supermarket Type1,26,1605.9096
12.6,Regular,0.031382044,Baking Goods,171.3764,Medium,Tier 3,Supermarket Type3,28,3091.9752
6.55,Regular,0.060587738,Breads,156.8288,Small,Tier 1,Grocery Store,28,471.3864
13.15,Low Fat,0.043551753,Snack Foods,184.495,Medium,Tier 3,Supermarket Type3,28,7873.085
10.695,Regular,0.01141595,Snack Foods,74.0038,High,Tier 3,Supermarket Type1,26,1034.6532
6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,Small,Tier 2,Supermarket Type1,11,844.2344
16.75,Low Fat,0.044829295,Snack Foods,187.4556,Medium,Tier 3,Supermarket Type3,28,7510.224
6.715,Regular,0.121832956,Baking Goods,43.5454,Small,Tier 2,Supermarket Type1,11,838.908
7.075,Low Fat,0.05858462,Dairy,142.7128,Medium,Tier 3,Supermarket Type2,4,1869.5664
12.5,Non-Edible,0.10402738,Household,172.2448,Small,Tier 2,Supermarket Type1,6,1874.8928
10.895,Low Fat,0.137023446,Dairy,263.7568,Medium,Tier 1,Supermarket Type1,14,7646.0472
14.6,Non-Edible,0.059611153,Others,238.3538,Small,Tier 2,Supermarket Type1,11,2163.1842
15.3,Regular,0.084354713,Canned,215.5218,Medium,Tier 3,Supermarket Type3,28,4915.6014
14.85,Regular,0.009958941,Snack Foods,157.963,Small,Tier 2,Supermarket Type1,11,2816.334
20.6,Non-Edible,0.045675104,Health and Hygiene,150.9392,Small,Tier 2,Supermarket Type1,6,4026.7584
9.695,Regular,0.047420609,Frozen Foods,246.0144,Small,Tier 2,Supermarket Type1,9,4165.2448
13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,Small,Tier 2,Supermarket Type1,9,1898.8616
9.1,Low Fat,0.291438755,Baking Goods,126.8362,Small,Tier 3,Grocery Store,15,125.8362
10.1,Non-Edible,0.054853377,Health and Hygiene,198.6084,Medium,Tier 3,Supermarket Type2,4,2182.4924
18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,Medium,Tier 3,Supermarket Type2,4,1631.8758
10.8,Low Fat,0.05843345,Hard Drinks,74.738,Small,Tier 1,Supermarket Type1,16,1025.332
20.7,Regular,0.047565208,Dairy,213.4876,Medium,Tier 1,Supermarket Type1,14,1929.4884
8.71,Regular,0.046079575,Dairy,43.5744,Small,Tier 2,Supermarket Type1,11,407.4696
12.15,Low Fat,0.018395194,Frozen Foods,251.6698,High,Tier 3,Supermarket Type1,26,6088.0752
13.35,Regular,0.149974858,Snack Foods,179.766,Medium,Tier 3,Supermarket Type2,4,5932.278
8.43,Low Fat,0.01732573,Soft Drinks,197.9768,Small,Tier 1,Supermarket Type1,16,1182.4608
12.5,Low Fat,0.196490902,Canned,120.544,Small,Tier 1,Grocery Store,28,479.376
9.0,Low Fat,0.065236932,Snack Foods,176.437,Small,Tier 2,Supermarket Type1,9,7763.228
9.3,Low Fat,0.043785694,Hard Drinks,191.6846,Small,Tier 1,Supermarket Type1,16,3057.3536
17.6,Low Fat,0.00799436,Dairy,171.6422,High,Tier 3,Supermarket Type1,26,3793.7284
10.195,Low Fat,0.1598704005,Frozen Foods,143.1154,Small,Tier 2,Supermarket Type1,6,2410.8618
8.1,Low Fat,0.12829573,Fruits and Vegetables,210.4902,Small,Tier 2,Supermarket Type1,11,5309.755
6.59,Non-Edible,0.026225693,Household,119.0098,Medium,Tier 1,Supermarket Type1,14,2530.7058
15.1,Low Fat,0.026140452,Frozen Foods,149.0076,Small,Tier 2,Supermarket Type1,6,4138.6128
16.35,Non-Edible,0.029565309,Household,256.4646,Medium,Tier 3,Supermarket Type2,4,515.3292
15.25,Regular,0.065896556,Snack Foods,179.766,Medium,Tier 3,Supermarket Type2,4,3056.022
12.35,Regular,0.158715731,Meat,157.2946,Medium,Tier 1,Supermarket Type1,14,1577.946
7.975,Low Fat,0.014628382,Baking Goods,82.325,Small,Tier 2,Supermarket Type1,9,1331.6
19.35,Low Fat,0.016645164,Frozen Foods,120.9098,Small,Tier 2,Supermarket Type1,11,1687.1372
4.555,Regular,0.060154968,Frozen Foods,110.1544,Small,Tier 1,Grocery Store,28,111.8544
20.85,Regular,0.062212713,Baking Goods,88.1514,Small,Tier 2,Supermarket Type1,9,1151.1682
14.5,Regular,0.063554289,Breads,263.6594,Medium,Tier 3,Supermarket Type3,28,3401.5722
19.7,Regular,0.160671255,Canned,254.7014,Small,Tier 2,Supermarket Type1,9,3570.0196
8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,Small,Tier 2,Supermarket Type1,9,1523.3504
14.1,Low Fat,0.089817198,Canned,142.7496,Medium,Tier 1,Supermarket Type1,14,3528.74
5.78,Regular,0.074149074,Snack Foods,262.2568,Small,Tier 1,Supermarket Type1,16,5273.136
17.2,Regular,0.025162022,Canned,145.9418,Small,Tier 2,Supermarket Type1,9,1765.7016
8.05,Regular,0.078719835,Fruits and Vegetables,258.5646,Medium,Tier 3,Supermarket Type2,4,3091.9752
5.945,Non-Edible,0.155706798,Household,127.9652,Small,Tier 3,Grocery Store,15,645.826
15.0,Low Fat,0.049357077,Soft Drinks,62.6168,Small,Tier 2,Supermarket Type1,6,958.752
7.6,Regular,0.142383847,Starchy Foods,172.3448,Small,Tier 2,Supermarket Type1,9,2556.672
14.35,Non-Edible,0.017073332,Health and Hygiene,109.5228,Small,Tier 2,Supermarket Type1,11,1657.842
6.035,Regular,0.065771344,Baking Goods,185.324,Small,Tier 2,Supermarket Type1,9,3728.48
17.0,Non-Edible,0.126220187,Household,126.7362,Small,Tier 2,Supermarket Type1,9,1258.362
21.25,Low Fat,0.01945343,Snack Foods,120.8756,Medium,Tier 1,Supermarket Type1,14,1454.1072
13.3,Low Fat,0.079806266,Dairy,232.53,Small,Tier 1,Supermarket Type1,16,699.09
13.35,Low Fat,0.138777108,Frozen Foods,147.5392,Medium,Tier 3,Supermarket Type3,28,5219.872
10.3,Low Fat,0.070026951,Dairy,263.6226,Small,Tier 2,Supermarket Type1,9,6608.065
18.0,Non-Edible,0.047645037,Household,172.6422,Small,Tier 2,Supermarket Type1,6,2931.5174
13.65,Regular,0.072559351,Frozen Foods,199.3426,Medium,Tier 3,Supermarket Type3,28,3757.1094
20.5,Regular,0.019277945,Frozen Foods,82.8592,Medium,Tier 3,Supermarket Type2,4,1733.7432
7.75,Regular,0.145200948,Frozen Foods,35.4558,Small,Tier 1,Grocery Store,28,135.8232
14.8,Low Fat,0.081042136,Meat,192.4846,Small,Tier 1,Supermarket Type1,16,5159.2842
7.855,Regular,0.073906461,Dairy,218.4482,Small,Tier 2,Supermarket Type1,9,4819.0604
5.19,Regular,0.077480627,Meat,101.399,Small,Tier 1,Grocery Store,28,206.398
16.1,Low Fat,0.0343603,Fruits and Vegetables,253.0356,Medium,Tier 3,Supermarket Type3,28,11445.102
7.365,Low Fat,0.159967845,Snack Foods,94.712,Small,Tier 1,Supermarket Type1,16,1304.968
17.75,Non-Edible,0.097862839,Health and Hygiene,239.3196,Medium,Tier 1,Supermarket Type1,14,3615.294
17.2,Regular,0.021031586,Canned,164.7184,Small,Tier 1,Grocery Store,28,495.3552
17.7,Low Fat,0.029933275,Snack Foods,169.0816,Small,Tier 2,Supermarket Type1,9,5201.2296
4.92,Low Fat,0.045916788,Baking Goods,198.8084,High,Tier 3,Supermarket Type1,26,2976.126
5.46,Regular,0.032227432,Canned,186.824,Medium,Tier 1,Supermarket Type1,14,1864.24
17.35,Low Fat,0.014679558,Frozen Foods,73.6038,High,Tier 3,Supermarket Type1,26,739.038
5.88,Non-Edible,0.024937792,Household,148.4392,Small,Tier 2,Supermarket Type1,11,2087.9488
19.25,Low Fat,0.101689151,Dairy,54.6956,High,Tier 3,Supermarket Type1,26,163.7868
15.1,Regular,0.067020992,Snack Foods,260.3304,High,Tier 3,Supermarket Type1,26,5424.9384
11.3,Non-Edible,0.083547515,Household,179.166,Small,Tier 1,Grocery Store,28,359.532
18.2,Low Fat,0.089884775,Fruits and Vegetables,195.111,Small,Tier 2,Supermarket Type1,9,3731.809
16.85,Low Fat,0.138742518,Snack Foods,147.476,Medium,Tier 3,Supermarket Type3,28,3368.948
16.75,Low Fat,0.105068444,Snack Foods,156.163,Small,Tier 1,Supermarket Type1,16,2816.334
18.35,Non-Edible,0.014103354,Household,225.4746,Small,Tier 2,Supermarket Type1,6,1346.2476
18.0,Non-Edible,0.019386234,Health and Hygiene,126.8994,Small,Tier 1,Supermarket Type1,16,3083.9856
13.85,Regular,0.149305497,Meat,119.6124,Small,Tier 1,Grocery Store,28,592.562
11.8,Non-Edible,0.008609602,Health and Hygiene,114.8492,Small,Tier 2,Supermarket Type1,6,1390.1904
19.35,Regular,0.082266419,Baking Goods,48.8034,Small,Tier 1,Supermarket Type1,16,340.2238
5.98,Low Fat,0.04363058,Fruits and Vegetables,148.2418,Medium,Tier 1,Supermarket Type1,14,1618.5598
13.1,Regular,0.044192372,Fruits and Vegetables,178.9318,Medium,Tier 1,Supermarket Type1,14,3067.3406
7.905,Low Fat,0.010027885,Snack Foods,249.6408,Medium,Tier 1,Supermarket Type1,14,3254.4304
7.275,Low Fat,0.027991093,Snack Foods,145.976,Medium,Tier 1,Supermarket Type1,14,3515.424
20.2,Non-Edible,0.129983688,Household,93.0462,Small,Tier 1,Grocery Store,28,185.0924
16.7,Regular,0.054851438,Starchy Foods,64.4168,Medium,Tier 3,Supermarket Type2,4,830.9184
21.25,Low Fat,0.019533098,Snack Foods,120.4756,Small,Tier 2,Supermarket Type1,6,1938.8096
9.195,Low Fat,0.108330902,Snack Foods,183.6634,Medium,Tier 3,Supermarket Type2,4,2726.451
14.85,Low Fat,0.09344495,Baking Goods,141.0812,Small,Tier 2,Supermarket Type1,9,1139.8496
8.77,Regular,0.046544984,Fruits and Vegetables,172.0422,Medium,Tier 3,Supermarket Type3,28,4828.3816
6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,Medium,Tier 1,Supermarket Type1,14,1491.392
8.6,Regular,0.091195818,Breads,130.231,Small,Tier 3,Grocery Store,15,129.831
7.85,Low Fat,0.163310805,Hard Drinks,143.5444,Small,Tier 2,Supermarket Type1,11,3628.61
7.895,Regular,0.095102092,Breakfast,104.4332,Small,Tier 2,Supermarket Type1,6,2870.9296
11.1,Regular,0.036174285,Frozen Foods,176.0712,Medium,Tier 3,Supermarket Type2,4,1581.9408
19.5,Low Fat,0.128405328,Breads,156.4314,Medium,Tier 1,Supermarket Type1,14,2326.971
18.6,Low Fat,0.027610698,Snack Foods,149.5366,Small,Tier 1,Grocery Store,28,604.5464
15.7,Regular,0.03079807,Snack Foods,252.9724,Small,Tier 2,Supermarket Type1,6,3020.0688
17.5,Low Fat,0.097904029,Soft Drinks,174.8738,Small,Tier 1,Supermarket Type1,16,2085.2856
13.15,Non-Edible,0.09264951,Household,157.8604,Small,Tier 2,Supermarket Type1,9,3803.0496
6.115,Regular,0.007055292,Soft Drinks,188.653,Medium,Tier 1,Supermarket Type1,14,3605.307
5.985,Low Fat,0.005638944,Baking Goods,184.9924,Medium,Tier 3,Supermarket Type3,28,3146.5708
15.85,Regular,0.007140468,Snack Foods,40.848,High,Tier 3,Supermarket Type1,26,679.116
15.6,Regular,0.045835395,Snack Foods,168.2132,Medium,Tier 1,Supermarket Type1,14,2367.5848
11.395,Non-Edible,0.021639678,Health and Hygiene,150.1708,Medium,Tier 1,Supermarket Type1,14,2708.4744
7.09,Low Fat,0.007215314,Baking Goods,47.6034,Small,Tier 1,Supermarket Type1,16,1458.102
